Date,SPY,SCHD,QQQ,TQQQ,GLD,IEF
2011-10-31,0.10914721007369166,0.020816788360390248,0.10401960543574407,0.315373263880097,0.0587118747477946,-0.012865511321956458
2011-11-30,-0.004063483012294311,0.016470249391241865,-0.026919848298810112,-0.10145138001682907,0.016672693952307194,0.0057991406469228846
2011-12-30,0.010448130483974749,0.01488647097925333,-0.006141512976717056,-0.02829651237024966,-0.10662433944055594,0.0198756432968219
2012-01-31,0.046375074428795404,0.016424769319064447,0.08418410620497863,0.2685679735906632,0.11395480912860867,0.008620476408278677
2012-02-29,0.04340503746372826,0.028560292070390236,0.06410068048362483,0.20139186755485095,-0.029649780549572347,-0.010997974505311925
2012-03-30,0.032163883394204396,0.024071975724059724,0.050530392315181416,0.1546025891951146,-0.013208340481005276,-0.01591289171397481
2012-04-30,-0.00667568610316549,-0.001075630123509419,-0.011694962440410461,-0.043046281611193726,-0.0014803247076433657,0.025091716714552792
2012-05-31,-0.060055658197506245,-0.03804726634905564,-0.07040148892561315,-0.204471782811959,-0.06338034010471139,0.028694958928566328
2012-06-29,0.04058098509499097,0.043612182437980485,0.03621420882893367,0.09793493045106128,0.02354575543588089,-0.004142421170392319
2012-07-31,0.011829527859650302,0.024496525695689497,0.009974996456588281,0.022800120926538936,0.008376847936764742,0.014010925156560994
2012-08-31,0.02505251710797629,0.005977465852056607,0.051852290917327126,0.16093243863696371,0.04939609851235338,-0.0011731906721597074
2012-09-28,0.025351085122347516,0.01210744982900347,0.008883635537791035,0.02139101431363022,0.046705627280061,-0.0034815248394979292
2012-10-31,-0.018198039040834058,-0.009391223094463608,-0.05279246493980505,-0.15633231581428686,-0.029437416816341377,-0.003960793717626587
2012-11-30,0.005659492746804773,0.004564917259865187,0.013087179892637302,0.03186046917739538,-0.004675410721908135,0.009791029721020417
2012-12-31,0.008934413265969443,-4.926918900923782e-4,-0.004669697679966278,-0.01932176091828175,-0.02426979045607558,-0.009402891892605902
2013-01-31,0.051190328881483005,0.05539828285584414,0.026715861381669592,0.07649178448941618,-0.005061148639644464,-0.012931593125371954
2013-02-28,0.012758855342314579,0.021063226914931343,0.0034390780300133095,0.00592064336725473,-0.05086846838387371,0.011325337846997963
2013-03-28,0.03797115774867543,0.04757545620113013,0.0302480544814947,0.08740722090761266,0.009477104236877087,0.0028681296852828275
2013-04-30,0.01921219990938461,0.029883733270507973,0.025373070287095345,0.06939049871184322,-0.0756231330952718,0.01525260149511487
2013-05-31,0.023609943316688753,0.014050424083625002,0.03577505187809393,0.10707110229117278,-0.06198785346133606,-0.03105056001325801
2013-06-28,-0.013345254143762197,-0.008232320607115984,-0.02395248662811167,-0.08022806394144988,-0.11058839427335088,-0.02546099195760132
2013-07-31,0.05167754051025897,0.045871757374723376,0.06313983891208763,0.20141655679794424,0.0743010530498811,-0.003527446228578035
2013-08-30,-0.029992244236215493,-0.03538040435123668,-0.003959286381082672,-0.016927321025744013,0.052047484216675155,-0.01422519270365552
2013-09-30,0.03164639900421462,0.026867879704400188,0.0483218980338882,0.14910736765078836,-0.047838379698351585,0.018462197851107698
2013-10-31,0.046306723746602385,0.04992576779285329,0.049569303556736166,0.1469636712082787,-0.003432632525768975,0.0077772368729462915
2013-11-29,0.029637419844964485,0.02547392280197247,0.03551136522916032,0.10335778137237228,-0.05511195422936577,-0.008762827376623483
