Date,YM,MKT,VALUE,GROWTH,MOM
2016-05-31,2016-05,0.017011675533759485,-0.003018626555860049,0.02668835401017078,0.0846875677977712
2016-06-30,2016-06,0.0034758149143281347,0.02569541488410887,-0.026256027082047995,-0.05549702134028267
2016-07-29,2016-07,0.03647133307083461,-0.007996373632089604,0.035037112920595304,0.15367841046448238
2016-08-31,2016-08,0.001197700814927316,-0.004482576473484823,0.009303022029117702,0.01941165883424789
2016-09-30,2016-09,5.770677694783011e-5,0.001780325173668107,0.022077917581948103,0.03587014846574954
2016-10-31,2016-10,-0.017336935099441342,0.0017375221979651911,0.0027646276989856666,-0.031543036095759924
2016-11-30,2016-11,0.03683831444277752,-0.00418516165450411,-0.03247897119364973,0.006646696220361958
2016-12-30,2016-12,0.02027184552246819,0.001970030102999454,-0.008949258785873937,0.014643223218379076
2017-01-31,2017-01,0.01789467791267141,-0.02271467921085657,0.03350625473006397,0.10618730041244429
2017-02-28,2017-02,0.03929166842895149,-0.005158711212617462,0.004458842790791451,0.09014427366644662
2017-03-31,2017-03,0.0012498687261437436,1.7112593210177884e-4,0.019018748952258857,0.03613844338573835
2017-04-28,2017-04,0.009925947144493463,-0.007458027511448639,0.01734420608974152,0.053446161920462476
2017-05-31,2017-05,0.014113141742397861,0.003340088600567448,0.024860155934339323,0.07536657955051584
2017-06-30,2017-06,0.006374895643945999,-0.007331237367022347,-0.029554591516581796,-0.05749412241217189
2017-07-31,2017-07,0.020554398333137547,-0.003924742901697753,0.020059064484507116,0.08502631403309935
2017-08-31,2017-08,0.0029175215263281817,-0.0031354733983574024,0.01781850633846327,0.02965964301362689
2017-09-29,2017-09,0.02014929317295655,0.008330406436052318,-0.02310173643793556,-0.007613013538767643
2017-10-31,2017-10,0.02356421128950892,0.012546806002909472,0.022499666672231022,0.09135404338165887
2017-11-30,2017-11,0.03056588225777679,0.011504638930114108,-0.010848736648570556,0.035303925874446085
2017-12-29,2017-12,0.012127867551539717,0.007413283647568214,-0.006096297269430506,0.005784631001961804
2018-01-31,2018-01,0.05635909397233685,-0.010824793368607644,0.03121138286501579,0.1894625684766913
2018-02-28,2018-02,-0.03636012157165891,-0.0199010577044324,0.023432069495363028,-0.048714720380154564
2018-03-29,2018-03,-0.027410697124411132,0.0035620814730915606,-0.0133775281705657,-0.09342332914426632
2018-04-30,2018-04,0.005168184223930838,-0.016385620977412474,-1.1000737098942892e-4,-0.009296660653421385
2018-05-31,2018-05,0.024309214368179788,-0.006363809173290047,0.0324200519416078,0.11325178550439197
2018-06-29,2018-06,0.005750810174452559,0.001216685370491133,0.005700043436522639,0.010377690324672617
2018-07-31,2018-07,0.03704630306032941,0.008399060934001445,-0.009082706314319289,0.04767988592736949
2018-08-31,2018-08,0.03192013345945455,-0.009021103655418639,0.02588644957835462,0.11914283311428431
2018-09-28,2018-09,0.005945611174531962,0.006474152697929281,-0.008761826761258806,-0.013228043982316029
2018-10-31,2018-10,-0.06910446690539596,0.010047758879562219,-0.016852392053367304,-0.18013822983440586
2018-11-30,2018-11,0.018549202906346318,0.015138437858648768,-0.02119954127666268,-0.026462712284340828
2018-12-31,2018-12,-0.08804852409950159,0.006734320449325537,0.0014415315303324405,-0.18168951810369027
2019-01-31,2019-01,0.08006589559908717,-0.019601845761296754,0.01004173045937562,0.17906046734947
2019-02-28,2019-02,0.03241537122701854,0.008139003844749082,-0.0025033805754932636,0.055814505546521787
2019-03-29,2019-03,0.01810071475007491,-0.0026062766234404844,0.021145006050222515,0.07125774374669946
2019-04-30,2019-04,0.040852818088274345,-0.008718067918266126,0.014139685659851686,0.1114387281261171
2019-05-31,2019-05,-0.06377167403732453,-0.012210391420480748,-0.01847969173051811,-0.1578755526639556
2019-06-28,2019-06,0.06958671595954824,0.0032918397313834724,0.006313716860088636,0.1540873959907223
2019-07-31,2019-07,0.015119330036083678,0.0014623319977449256,0.008228612963598225,0.038656287395415045
2019-08-30,2019-08,-0.016743346718289365,0.003768409223828706,-0.0022520116559525682,-0.05890088564482554
2019-09-30,2019-09,0.019458108229130966,0.0185102474677612,-0.010279540878470828,0.009667569350892746
2019-10-31,2019-10,0.022104658593787185,-0.008596309750338982,0.021696127767006024,0.08048935336414753
2019-11-29,2019-11,0.03619833468837985,-0.00792006212884333,0.004495790386845444,0.08125707197213883
2019-12-31,2019-12,0.029055431486695982,-0.006214657395184453,0.009808525308997007,0.07486508478404774
2020-01-31,2020-01,-4.0363722563718785e-4,-0.01720685948358347,0.03078767081070677,0.051533898756706886
2020-02-28,2020-02,-0.07916606198421272,-0.014331268416818976,0.018591924089021217,-0.11712762180372782
2020-03-31,2020-03,-0.1248715000376015,0.006042522207835743,0.0520131135002585,-0.308440328615076
2020-04-30,2020-04,0.12698401382492297,-9.279636087211607e-4,0.02275330119913943,0.3147880082359713
2020-05-29,2020-05,0.04764493682788795,-0.010725011937480433,0.018363810141657444,0.12031783941588214
2020-06-30,2020-06,0.017734644520527754,-0.024076072027393924,0.04513206822200533,0.11690866991597226
2020-07-31,2020-07,0.05889212042612679,-0.005944989107192544,0.014573335622838135,0.1490641458377029
2020-08-31,2020-08,0.06979679571086983,-0.01859472728247491,0.039650156732554453,0.24220309050254207
2020-09-30,2020-09,-0.037443791753063116,0.012478358416527113,-0.020342291415614167,-0.13098433613103588
2020-10-30,2020-10,-0.02493356493695309,0.028731195006000965,-0.005515423587314605,-0.07230135120473136
2020-11-30,2020-11,0.10877702971658865,0.02291082927310617,0.003480666136549626,0.2331659349800128
2020-12-31,2020-12,0.037048116839896394,-0.006514979543644328,0.011975922695873775,0.1014633405419636
2021-01-29,2021-01,-0.010190274002153,0.0011479146797872541,0.01280418742286138,-0.007344299404237864
2021-02-26,2021-02,0.027805629766996853,0.032766958704409266,-0.029140770614109024,-0.012481674665504428
2021-03-31,2021-03,0.04539898582759516,0.04401117454492898,-0.028231276465560562,0.005697188757634697
2021-04-30,2021-04,0.05291051185484541,-0.030831505234944823,0.006187421985001773,0.120608423957145
2021-05-28,2021-05,0.006566017303594407,0.025635596660059212,-0.018578213213145567,-0.03508071223265263
2021-06-30,2021-06,0.022427592410960484,-0.032366194593062114,0.040194126870539915,0.13145185223413192
2021-07-30,2021-07,0.024412519938273425,-0.017932676406282155,0.004196569425067853,0.05498275221790894
2021-08-31,2021-08,0.029759867460365852,-0.008869224000574327,0.012426889277227238,0.08399997579277407
2021-09-30,2021-09,-0.04660553628787878,0.009691370221718842,-0.010226176261348918,-0.10986856182839222
2021-10-29,2021-10,0.07016344842367861,-0.02611725375916385,0.00847675610381371,0.16692472706845507
2021-11-30,2021-11,-0.008034811925591412,-0.012478637092833145,0.028003208168851157,0.03371798904444212
2021-12-31,2021-12,0.04624807672490672,0.026908571062458586,-0.034724651393709394,0.005847700407306089
2022-01-31,2022-01,-0.052741412417455,0.02540019444652497,-0.03472889951025904,-0.1690678496986293
2022-02-28,2022-02,-0.029517201420400818,0.01018377154838368,-0.015242225067228166,-0.1067851825275209
2022-03-31,2022-03,0.0375904443800128,-0.007658006793554106,0.009088209151639326,0.062356712572458006
2022-04-29,2022-04,-0.08776888341090394,0.04657208335378893,-0.04818852056288003,-0.23616359714537838
2022-05-31,2022-05,0.0022570684932425866,0.03674337131588579,-0.018122723923449713,-0.07939838935172505
2022-06-30,2022-06,-0.08246038676857781,0.002903217752982745,-0.0066186496808702255,-0.18474859487241446
2022-07-29,2022-07,0.09208746343013763,-0.05299765518852628,0.03342976935138431,0.26448302805537915
2022-08-31,2022-08,-0.040801943256898565,0.013528047763442075,-0.010519839395243147,-0.11504516805294429
2022-09-30,2022-09,-0.09244589359731215,0.01829271709017677,-0.012909550770174527,-0.19993059423706483
2022-10-31,2022-10,0.08127557694936627,0.03087244236329867,-0.0412771057433623,0.044370207352647295
2022-11-30,2022-11,0.05559145934909737,0.012762597544432097,-1.4962683725894266e-4,0.06914036771173682
2022-12-30,2022-12,-0.057628008087175275,0.023529392519239467,-0.032508945959954794,-0.17175651505578216
2023-01-31,2023-01,0.06288725298367126,-0.04210358193410424,0.04354216674434186,0.2178481943744619
2023-02-28,2023-02,-0.025142674605052817,-0.00805666880894218,0.0215448111152845,-0.0304486410674234
2023-03-31,2023-03,0.03707782269600757,-0.04755565287642882,0.0578493807810978,0.1895170812386484
2023-04-28,2023-04,0.015974831602055817,-0.0240394155740985,-0.010895852594080102,-0.0054326035619678414
2023-05-31,2023-05,0.00461628315372975,-0.0456801518018094,0.07422192503812508,0.15125025155648864
2023-06-30,2023-06,0.06479965952120881,-0.011617250931379886,-0.0017613717197768608,0.12054927750145095
2023-07-31,2023-07,0.032733383257103066,0.009128337759870764,0.005867652556127201,0.0665208575943772
2023-08-31,2023-08,-0.01625213750632204,0.001316951869506977,0.0014221452716374205,-0.04851153745962644
2023-09-29,2023-09,-0.04743448850168941,0.0053957874185388555,-0.003364205893829242,-0.10694218063080041
2023-10-31,2023-10,-0.02170856527296494,-0.016448440684592947,0.0010538772185094691,-0.05907596982110719
2023-11-30,2023-11,0.09134391802616748,-0.028311202886449394,0.016844236497281617,0.23012790657527815
2023-12-29,2023-12,0.045655319116733484,0.01739426730852811,0.010214213656951188,0.10489137926633219
2024-01-31,2024-01,0.015926412525066214,-0.01448147637170405,0.0022657030444737103,0.020072084086887987
2024-02-29,2024-02,0.052186909820852945,-0.03382388435027206,6.465958890324863e-4,0.09382305829712223
2024-03-28,2024-03,0.03270198242531497,0.01389665089708525,-0.019952344598189065,0.01081109497413757
2024-04-30,2024-04,-0.04031967945514814,-0.004824835515504389,-0.0034179770519103814,-0.09953720763138774
2024-05-31,2024-05,0.05057970997391559,-0.03005755711679292,0.01093839197409574,0.12410952022928523
2024-06-28,2024-06,0.03528016248410859,-0.03510148301109317,0.029421127588688423,0.1203669896925399
2024-07-31,2024-07,0.01210905573141674,0.04987650512299524,-0.028890101404358548,-0.05826632603011617
2024-08-30,2024-08,0.02336566124174788,2.477347276228503e-4,-0.012326984762227822,-0.006205474125743793
2024-09-30,2024-09,0.021004548991797156,-0.012048966488860557,0.005211346672754358,0.03373801363698936
2024-10-31,2024-10,-0.008923558620233862,0.010816429068556399,2.773016964647823e-4,-0.03329058121844708
2024-11-29,2024-11,0.059633412885955694,-0.013583078951654004,-0.006125208953335459,0.09681569017147251
2024-12-31,2024-12,-0.024060184703887377,-0.042150887711981166,0.02860053277272978,-0.010761995778028055
2025-01-31,2025-01,0.026856516270723496,-0.008188886876170365,-0.005222498261734154,0.023734544507950428
2025-02-28,2025-02,-0.012694734424863019,0.03820684045865674,-0.014339971511311167,-0.06725934483534934
2025-03-31,2025-03,-0.05571929400097875,0.04423814030449269,-0.020142579319924803,-0.15706590334566317
2025-04-30,2025-04,-0.008670229175496758,-0.06786764438401083,0.02263850810791812,-0.056202104101887085
2025-05-30,2025-05,0.0628449068528063,-0.04928952711235102,0.028937865117022454,0.183727322300006
2025-06-30,2025-06,0.051386188205714056,-0.02883376769979873,0.012472309929935088,0.12517472536614527
2025-07-31,2025-07,0.023031507308652444,-0.023031507308652444,0.0012053261920133007,0.038534313300440104
2025-08-29,2025-08,0.02051959125720848,0.033065319500184875,-0.010979937434865805,0.00349738041429859
2025-09-30,2025-09,0.03562036952182912,-0.04845944794421775,0.01814187987616611,0.10446123451220202
2025-10-31,2025-10,0.023837458474752493,-0.043983970089528146,0.02396642199722354,0.08101618938347488
2025-11-28,2025-11,0.0019499283249213573,0.029451912855924967,-0.01756028760197803,-0.049845398393449925
2025-12-31,2025-12,7.97497311368911e-4,0.0035713460388206997,-0.0074967731338836385,-0.02515715664093776
2026-01-13,2026-01,0.017377459112611238,0.02600571700179355,0.0020426915005868906,0.03520802060708239
